,Date,Status,X,Y,Z,Source,Time,SessionTime
0,2022-03-20 14:01:03.362,OnTrack,0,0,0,pos,0 days 00:00:03.345000,0 days 00:00:03.345000
1,2022-03-20 14:01:03.702,OnTrack,0,0,0,pos,0 days 00:00:03.685000,0 days 00:00:03.685000
2,2022-03-20 14:01:04.002,OnTrack,0,0,0,pos,0 days 00:00:03.985000,0 days 00:00:03.985000
3,2022-03-20 14:01:04.322,OnTrack,0,0,0,pos,0 days 00:00:04.305000,0 days 00:00:04.305000
4,2022-03-20 14:01:04.602,OnTrack,0,0,0,pos,0 days 00:00:04.585000,0 days 00:00:04.585000
5,2022-03-20 14:01:04.881,OnTrack,0,0,0,pos,0 days 00:00:04.864000,0 days 00:00:04.864000
6,2022-03-20 14:01:05.101,OnTrack,0,0,0,pos,0 days 00:00:05.084000,0 days 00:00:05.084000
7,2022-03-20 14:01:05.421,OnTrack,0,0,0,pos,0 days 00:00:05.404000,0 days 00:00:05.404000
8,2022-03-20 14:01:05.621,OnTrack,0,0,0,pos,0 days 00:00:05.604000,0 days 00:00:05.604000
9,2022-03-20 14:01:05.961,OnTrack,0,0,0,pos,0 days 00:00:05.944000,0 days 00:00:05.944000
10,2022-03-20 14:01:06.261,OnTrack,0,0,0,pos,0 days 00:00:06.244000,0 days 00:00:06.244000
11,2022-03-20 14:01:06.541,OnTrack,0,0,0,pos,0 days 00:00:06.524000,0 days 00:00:06.524000
12,2022-03-20 14:01:06.861,OnTrack,0,0,0,pos,0 days 00:00:06.844000,0 days 00:00:06.844000
13,2022-03-20 14:01:07.301,OnTrack,0,0,0,pos,0 days 00:00:07.284000,0 days 00:00:07.284000
14,2022-03-20 14:01:07.521,OnTrack,0,0,0,pos,0 days 00:00:07.504000,0 days 00:00:07.504000
15,2022-03-20 14:01:07.701,OnTrack,0,0,0,pos,0 days 00:00:07.684000,0 days 00:00:07.684000
16,2022-03-20 14:01:07.981,OnTrack,0,0,0,pos,0 days 00:00:07.964000,0 days 00:00:07.964000
17,2022-03-20 14:01:08.161,OnTrack,0,0,0,pos,0 days 00:00:08.144000,0 days 00:00:08.144000
18,2022-03-20 14:01:08.261,OnTrack,0,0,0,pos,0 days 00:00:08.244000,0 days 00:00:08.244000
19,2022-03-20 14:01:08.541,OnTrack,0,0,0,pos,0 days 00:00:08.524000,0 days 00:00:08.524000
20,2022-03-20 14:01:09.001,OnTrack,0,0,0,pos,0 days 00:00:08.984000,0 days 00:00:08.984000
21,2022-03-20 14:01:09.942,OnTrack,0,0,0,pos,0 days 00:00:09.925000,0 days 00:00:09.925000
22,2022-03-20 14:01:10.102,OnTrack,0,0,0,pos,0 days 00:00:10.085000,0 days 00:00:10.085000
23,2022-03-20 14:01:10.382,OnTrack,0,0,0,pos,0 days 00:00:10.365000,0 days 00:00:10.365000
24,2022-03-20 14:01:10.722,OnTrack,0,0,0,pos,0 days 00:00:10.705000,0 days 00:00:10.705000
25,2022-03-20 14:01:11.042,OnTrack,0,0,0,pos,0 days 00:00:11.025000,0 days 00:00:11.025000
26,2022-03-20 14:01:11.381,OnTrack,0,0,0,pos,0 days 00:00:11.364000,0 days 00:00:11.364000
27,2022-03-20 14:01:11.661,OnTrack,0,0,0,pos,0 days 00:00:11.644000,0 days 00:00:11.644000
28,2022-03-20 14:01:11.861,OnTrack,0,0,0,pos,0 days 00:00:11.844000,0 days 00:00:11.844000
29,2022-03-20 14:01:12.081,OnTrack,0,0,0,pos,0 days 00:00:12.064000,0 days 00:00:12.064000
30,2022-03-20 14:01:12.301,OnTrack,0,0,0,pos,0 days 00:00:12.284000,0 days 00:00:12.284000
31,2022-03-20 14:01:12.441,OnTrack,0,0,0,pos,0 days 00:00:12.424000,0 days 00:00:12.424000
32,2022-03-20 14:01:12.621,OnTrack,0,0,0,pos,0 days 00:00:12.604000,0 days 00:00:12.604000
33,2022-03-20 14:01:12.941,OnTrack,0,0,0,pos,0 days 00:00:12.924000,0 days 00:00:12.924000
34,2022-03-20 14:01:13.161,OnTrack,0,0,0,pos,0 days 00:00:13.144000,0 days 00:00:13.144000
35,2022-03-20 14:01:13.361,OnTrack,0,0,0,pos,0 days 00:00:13.344000,0 days 00:00:13.344000
36,2022-03-20 14:01:13.581,OnTrack,0,0,0,pos,0 days 00:00:13.564000,0 days 00:00:13.564000
37,2022-03-20 14:01:13.821,OnTrack,0,0,0,pos,0 days 00:00:13.804000,0 days 00:00:13.804000
38,2022-03-20 14:01:14.101,OnTrack,0,0,0,pos,0 days 00:00:14.084000,0 days 00:00:14.084000
39,2022-03-20 14:01:14.361,OnTrack,0,0,0,pos,0 days 00:00:14.344000,0 days 00:00:14.344000
40,2022-03-20 14:01:14.521,OnTrack,0,0,0,pos,0 days 00:00:14.504000,0 days 00:00:14.504000
41,2022-03-20 14:01:14.881,OnTrack,0,0,0,pos,0 days 00:00:14.864000,0 days 00:00:14.864000
42,2022-03-20 14:01:15.201,OnTrack,0,0,0,pos,0 days 00:00:15.184000,0 days 00:00:15.184000
43,2022-03-20 14:01:15.421,OnTrack,0,0,0,pos,0 days 00:00:15.404000,0 days 00:00:15.404000
44,2022-03-20 14:01:15.721,OnTrack,0,0,0,pos,0 days 00:00:15.704000,0 days 00:00:15.704000
45,2022-03-20 14:01:16.041,OnTrack,0,0,0,pos,0 days 00:00:16.024000,0 days 00:00:16.024000
46,2022-03-20 14:01:16.201,OnTrack,0,0,0,pos,0 days 00:00:16.184000,0 days 00:00:16.184000
47,2022-03-20 14:01:16.422,OnTrack,0,0,0,pos,0 days 00:00:16.405000,0 days 00:00:16.405000
48,2022-03-20 14:01:16.702,OnTrack,0,0,0,pos,0 days 00:00:16.685000,0 days 00:00:16.685000
49,2022-03-20 14:01:16.902,OnTrack,0,0,0,pos,0 days 00:00:16.885000,0 days 00:00:16.885000
50,2022-03-20 14:01:17.102,OnTrack,0,0,0,pos,0 days 00:00:17.085000,0 days 00:00:17.085000
51,2022-03-20 14:01:17.442,OnTrack,0,0,0,pos,0 days 00:00:17.425000,0 days 00:00:17.425000
52,2022-03-20 14:01:17.502,OnTrack,0,0,0,pos,0 days 00:00:17.485000,0 days 00:00:17.485000
53,2022-03-20 14:01:17.722,OnTrack,0,0,0,pos,0 days 00:00:17.705000,0 days 00:00:17.705000
54,2022-03-20 14:01:17.961,OnTrack,0,0,0,pos,0 days 00:00:17.944000,0 days 00:00:17.944000
55,2022-03-20 14:01:18.161,OnTrack,0,0,0,pos,0 days 00:00:18.144000,0 days 00:00:18.144000
56,2022-03-20 14:01:18.481,OnTrack,0,0,0,pos,0 days 00:00:18.464000,0 days 00:00:18.464000
57,2022-03-20 14:01:18.901,OnTrack,0,0,0,pos,0 days 00:00:18.884000,0 days 00:00:18.884000
58,2022-03-20 14:01:19.121,OnTrack,0,0,0,pos,0 days 00:00:19.104000,0 days 00:00:19.104000
59,2022-03-20 14:01:19.321,OnTrack,0,0,0,pos,0 days 00:00:19.304000,0 days 00:00:19.304000
60,2022-03-20 14:01:19.481,OnTrack,0,0,0,pos,0 days 00:00:19.464000,0 days 00:00:19.464000
61,2022-03-20 14:01:19.741,OnTrack,0,0,0,pos,0 days 00:00:19.724000,0 days 00:00:19.724000
62,2022-03-20 14:01:20.021,OnTrack,0,0,0,pos,0 days 00:00:20.004000,0 days 00:00:20.004000
63,2022-03-20 14:01:20.241,OnTrack,0,0,0,pos,0 days 00:00:20.224000,0 days 00:00:20.224000
64,2022-03-20 14:01:20.581,OnTrack,0,0,0,pos,0 days 00:00:20.564000,0 days 00:00:20.564000
65,2022-03-20 14:01:20.821,OnTrack,0,0,0,pos,0 days 00:00:20.804000,0 days 00:00:20.804000
66,2022-03-20 14:01:21.161,OnTrack,0,0,0,pos,0 days 00:00:21.144000,0 days 00:00:21.144000
67,2022-03-20 14:01:21.441,OnTrack,0,0,0,pos,0 days 00:00:21.424000,0 days 00:00:21.424000
68,2022-03-20 14:01:21.741,OnTrack,0,0,0,pos,0 days 00:00:21.724000,0 days 00:00:21.724000
69,2022-03-20 14:01:22.041,OnTrack,0,0,0,pos,0 days 00:00:22.024000,0 days 00:00:22.024000
70,2022-03-20 14:01:22.241,OnTrack,0,0,0,pos,0 days 00:00:22.224000,0 days 00:00:22.224000
71,2022-03-20 14:01:22.621,OnTrack,0,0,0,pos,0 days 00:00:22.604000,0 days 00:00:22.604000
72,2022-03-20 14:01:22.901,OnTrack,0,0,0,pos,0 days 00:00:22.884000,0 days 00:00:22.884000
73,2022-03-20 14:01:23.142,OnTrack,0,0,0,pos,0 days 00:00:23.125000,0 days 00:00:23.125000
74,2022-03-20 14:01:23.502,OnTrack,0,0,0,pos,0 days 00:00:23.485000,0 days 00:00:23.485000
75,2022-03-20 14:01:23.562,OnTrack,0,0,0,pos,0 days 00:00:23.545000,0 days 00:00:23.545000
76,2022-03-20 14:01:23.882,OnTrack,0,0,0,pos,0 days 00:00:23.865000,0 days 00:00:23.865000
77,2022-03-20 14:01:24.302,OnTrack,0,0,0,pos,0 days 00:00:24.285000,0 days 00:00:24.285000
78,2022-03-20 14:01:24.741,OnTrack,0,0,0,pos,0 days 00:00:24.724000,0 days 00:00:24.724000
79,2022-03-20 14:01:25.161,OnTrack,0,0,0,pos,0 days 00:00:25.144000,0 days 00:00:25.144000
80,2022-03-20 14:01:25.481,OnTrack,0,0,0,pos,0 days 00:00:25.464000,0 days 00:00:25.464000
81,2022-03-20 14:01:25.701,OnTrack,0,0,0,pos,0 days 00:00:25.684000,0 days 00:00:25.684000
82,2022-03-20 14:01:25.861,OnTrack,0,0,0,pos,0 days 00:00:25.844000,0 days 00:00:25.844000
83,2022-03-20 14:01:26.201,OnTrack,0,0,0,pos,0 days 00:00:26.184000,0 days 00:00:26.184000
84,2022-03-20 14:01:26.381,OnTrack,0,0,0,pos,0 days 00:00:26.364000,0 days 00:00:26.364000
85,2022-03-20 14:01:26.621,OnTrack,0,0,0,pos,0 days 00:00:26.604000,0 days 00:00:26.604000
86,2022-03-20 14:01:26.961,OnTrack,0,0,0,pos,0 days 00:00:26.944000,0 days 00:00:26.944000
87,2022-03-20 14:01:27.161,OnTrack,0,0,0,pos,0 days 00:00:27.144000,0 days 00:00:27.144000
88,2022-03-20 14:01:27.361,OnTrack,0,0,0,pos,0 days 00:00:27.344000,0 days 00:00:27.344000
89,2022-03-20 14:01:27.601,OnTrack,0,0,0,pos,0 days 00:00:27.584000,0 days 00:00:27.584000
90,2022-03-20 14:01:27.761,OnTrack,0,0,0,pos,0 days 00:00:27.744000,0 days 00:00:27.744000
91,2022-03-20 14:01:28.021,OnTrack,0,0,0,pos,0 days 00:00:28.004000,0 days 00:00:28.004000
92,2022-03-20 14:01:28.261,OnTrack,0,0,0,pos,0 days 00:00:28.244000,0 days 00:00:28.244000
93,2022-03-20 14:01:28.661,OnTrack,0,0,0,pos,0 days 00:00:28.644000,0 days 00:00:28.644000
94,2022-03-20 14:01:28.881,OnTrack,0,0,0,pos,0 days 00:00:28.864000,0 days 00:00:28.864000
95,2022-03-20 14:01:29.081,OnTrack,0,0,0,pos,0 days 00:00:29.064000,0 days 00:00:29.064000
96,2022-03-20 14:01:30.042,OnTrack,0,0,0,pos,0 days 00:00:30.025000,0 days 00:00:30.025000
97,2022-03-20 14:01:30.242,OnTrack,0,0,0,pos,0 days 00:00:30.225000,0 days 00:00:30.225000
98,2022-03-20 14:01:30.522,OnTrack,0,0,0,pos,0 days 00:00:30.505000,0 days 00:00:30.505000
99,2022-03-20 14:01:30.762,OnTrack,0,0,0,pos,0 days 00:00:30.745000,0 days 00:00:30.745000
100,2022-03-20 14:01:31.041,OnTrack,0,0,0,pos,0 days 00:00:31.024000,0 days 00:00:31.024000
101,2022-03-20 14:01:31.501,OnTrack,0,0,0,pos,0 days 00:00:31.484000,0 days 00:00:31.484000
102,2022-03-20 14:01:31.621,OnTrack,0,0,0,pos,0 days 00:00:31.604000,0 days 00:00:31.604000
103,2022-03-20 14:01:31.821,OnTrack,0,0,0,pos,0 days 00:00:31.804000,0 days 00:00:31.804000
104,2022-03-20 14:01:32.021,OnTrack,0,0,0,pos,0 days 00:00:32.004000,0 days 00:00:32.004000
105,2022-03-20 14:01:32.241,OnTrack,0,0,0,pos,0 days 00:00:32.224000,0 days 00:00:32.224000
106,2022-03-20 14:01:32.441,OnTrack,0,0,0,pos,0 days 00:00:32.424000,0 days 00:00:32.424000
107,2022-03-20 14:01:32.681,OnTrack,0,0,0,pos,0 days 00:00:32.664000,0 days 00:00:32.664000
108,2022-03-20 14:01:32.961,OnTrack,0,0,0,pos,0 days 00:00:32.944000,0 days 00:00:32.944000
109,2022-03-20 14:01:33.221,OnTrack,0,0,0,pos,0 days 00:00:33.204000,0 days 00:00:33.204000
110,2022-03-20 14:01:33.521,OnTrack,0,0,0,pos,0 days 00:00:33.504000,0 days 00:00:33.504000
111,2022-03-20 14:01:33.721,OnTrack,0,0,0,pos,0 days 00:00:33.704000,0 days 00:00:33.704000
112,2022-03-20 14:01:34.061,OnTrack,0,0,0,pos,0 days 00:00:34.044000,0 days 00:00:34.044000
113,2022-03-20 14:01:34.361,OnTrack,0,0,0,pos,0 days 00:00:34.344000,0 days 00:00:34.344000
114,2022-03-20 14:01:34.581,OnTrack,0,0,0,pos,0 days 00:00:34.564000,0 days 00:00:34.564000
115,2022-03-20 14:01:34.661,OnTrack,0,0,0,pos,0 days 00:00:34.644000,0 days 00:00:34.644000
116,2022-03-20 14:01:34.981,OnTrack,0,0,0,pos,0 days 00:00:34.964000,0 days 00:00:34.964000
117,2022-03-20 14:01:35.221,OnTrack,0,0,0,pos,0 days 00:00:35.204000,0 days 00:00:35.204000
118,2022-03-20 14:01:35.541,OnTrack,0,0,0,pos,0 days 00:00:35.524000,0 days 00:00:35.524000
119,2022-03-20 14:01:35.761,OnTrack,0,0,0,pos,0 days 00:00:35.744000,0 days 00:00:35.744000
120,2022-03-20 14:01:35.921,OnTrack,0,0,0,pos,0 days 00:00:35.904000,0 days 00:00:35.904000
121,2022-03-20 14:01:36.162,OnTrack,0,0,0,pos,0 days 00:00:36.145000,0 days 00:00:36.145000
122,2022-03-20 14:01:36.422,OnTrack,0,0,0,pos,0 days 00:00:36.405000,0 days 00:00:36.405000
123,2022-03-20 14:01:36.582,OnTrack,0,0,0,pos,0 days 00:00:36.565000,0 days 00:00:36.565000
124,2022-03-20 14:01:36.782,OnTrack,0,0,0,pos,0 days 00:00:36.765000,0 days 00:00:36.765000
125,2022-03-20 14:01:37.002,OnTrack,0,0,0,pos,0 days 00:00:36.985000,0 days 00:00:36.985000
126,2022-03-20 14:01:37.262,OnTrack,0,0,0,pos,0 days 00:00:37.245000,0 days 00:00:37.245000
127,2022-03-20 14:01:37.422,OnTrack,0,0,0,pos,0 days 00:00:37.405000,0 days 00:00:37.405000
128,2022-03-20 14:01:37.701,OnTrack,0,0,0,pos,0 days 00:00:37.684000,0 days 00:00:37.684000
129,2022-03-20 14:01:37.781,OnTrack,0,0,0,pos,0 days 00:00:37.764000,0 days 00:00:37.764000
130,2022-03-20 14:01:37.981,OnTrack,0,0,0,pos,0 days 00:00:37.964000,0 days 00:00:37.964000
131,2022-03-20 14:01:38.221,OnTrack,0,0,0,pos,0 days 00:00:38.204000,0 days 00:00:38.204000
132,2022-03-20 14:01:38.501,OnTrack,0,0,0,pos,0 days 00:00:38.484000,0 days 00:00:38.484000
133,2022-03-20 14:01:38.921,OnTrack,0,0,0,pos,0 days 00:00:38.904000,0 days 00:00:38.904000
134,2022-03-20 14:01:39.101,OnTrack,0,0,0,pos,0 days 00:00:39.084000,0 days 00:00:39.084000
135,2022-03-20 14:01:39.261,OnTrack,0,0,0,pos,0 days 00:00:39.244000,0 days 00:00:39.244000
136,2022-03-20 14:01:39.561,OnTrack,0,0,0,pos,0 days 00:00:39.544000,0 days 00:00:39.544000
137,2022-03-20 14:01:39.761,OnTrack,0,0,0,pos,0 days 00:00:39.744000,0 days 00:00:39.744000
138,2022-03-20 14:01:40.021,OnTrack,0,0,0,pos,0 days 00:00:40.004000,0 days 00:00:40.004000
139,2022-03-20 14:01:40.261,OnTrack,0,0,0,pos,0 days 00:00:40.244000,0 days 00:00:40.244000
140,2022-03-20 14:01:40.441,OnTrack,0,0,0,pos,0 days 00:00:40.424000,0 days 00:00:40.424000
141,2022-03-20 14:01:40.641,OnTrack,0,0,0,pos,0 days 00:00:40.624000,0 days 00:00:40.624000
142,2022-03-20 14:01:41.381,OnTrack,0,0,0,pos,0 days 00:00:41.364000,0 days 00:00:41.364000
143,2022-03-20 14:01:41.601,OnTrack,0,0,0,pos,0 days 00:00:41.584000,0 days 00:00:41.584000
144,2022-03-20 14:01:41.821,OnTrack,0,0,0,pos,0 days 00:00:41.804000,0 days 00:00:41.804000
145,2022-03-20 14:01:42.141,OnTrack,0,0,0,pos,0 days 00:00:42.124000,0 days 00:00:42.124000
146,2022-03-20 14:01:42.301,OnTrack,0,0,0,pos,0 days 00:00:42.284000,0 days 00:00:42.284000
147,2022-03-20 14:01:42.621,OnTrack,0,0,0,pos,0 days 00:00:42.604000,0 days 00:00:42.604000
148,2022-03-20 14:01:42.882,OnTrack,0,0,0,pos,0 days 00:00:42.865000,0 days 00:00:42.865000
149,2022-03-20 14:01:43.222,OnTrack,0,0,0,pos,0 days 00:00:43.205000,0 days 00:00:43.205000
150,2022-03-20 14:01:43.442,OnTrack,0,0,0,pos,0 days 00:00:43.425000,0 days 00:00:43.425000
151,2022-03-20 14:01:43.622,OnTrack,0,0,0,pos,0 days 00:00:43.605000,0 days 00:00:43.605000
152,2022-03-20 14:01:43.842,OnTrack,0,0,0,pos,0 days 00:00:43.825000,0 days 00:00:43.825000
153,2022-03-20 14:01:44.062,OnTrack,0,0,0,pos,0 days 00:00:44.045000,0 days 00:00:44.045000
154,2022-03-20 14:01:44.481,OnTrack,0,0,0,pos,0 days 00:00:44.464000,0 days 00:00:44.464000
155,2022-03-20 14:01:44.661,OnTrack,0,0,0,pos,0 days 00:00:44.644000,0 days 00:00:44.644000
156,2022-03-20 14:01:44.801,OnTrack,0,0,0,pos,0 days 00:00:44.784000,0 days 00:00:44.784000
157,2022-03-20 14:01:45.001,OnTrack,0,0,0,pos,0 days 00:00:44.984000,0 days 00:00:44.984000
158,2022-03-20 14:01:45.181,OnTrack,0,0,0,pos,0 days 00:00:45.164000,0 days 00:00:45.164000
159,2022-03-20 14:01:45.501,OnTrack,0,0,0,pos,0 days 00:00:45.484000,0 days 00:00:45.484000
160,2022-03-20 14:01:45.821,OnTrack,0,0,0,pos,0 days 00:00:45.804000,0 days 00:00:45.804000
161,2022-03-20 14:01:46.001,OnTrack,0,0,0,pos,0 days 00:00:45.984000,0 days 00:00:45.984000
162,2022-03-20 14:01:46.361,OnTrack,0,0,0,pos,0 days 00:00:46.344000,0 days 00:00:46.344000
163,2022-03-20 14:01:46.601,OnTrack,0,0,0,pos,0 days 00:00:46.584000,0 days 00:00:46.584000
164,2022-03-20 14:01:46.781,OnTrack,0,0,0,pos,0 days 00:00:46.764000,0 days 00:00:46.764000
165,2022-03-20 14:01:46.901,OnTrack,0,0,0,pos,0 days 00:00:46.884000,0 days 00:00:46.884000
166,2022-03-20 14:01:47.181,OnTrack,0,0,0,pos,0 days 00:00:47.164000,0 days 00:00:47.164000
167,2022-03-20 14:01:47.501,OnTrack,0,0,0,pos,0 days 00:00:47.484000,0 days 00:00:47.484000
168,2022-03-20 14:01:47.701,OnTrack,0,0,0,pos,0 days 00:00:47.684000,0 days 00:00:47.684000
169,2022-03-20 14:01:48.041,OnTrack,0,0,0,pos,0 days 00:00:48.024000,0 days 00:00:48.024000
170,2022-03-20 14:01:48.241,OnTrack,0,0,0,pos,0 days 00:00:48.224000,0 days 00:00:48.224000
171,2022-03-20 14:01:48.621,OnTrack,0,0,0,pos,0 days 00:00:48.604000,0 days 00:00:48.604000
172,2022-03-20 14:01:48.941,OnTrack,0,0,0,pos,0 days 00:00:48.924000,0 days 00:00:48.924000
173,2022-03-20 14:01:49.221,OnTrack,0,0,0,pos,0 days 00:00:49.204000,0 days 00:00:49.204000
174,2022-03-20 14:01:49.382,OnTrack,0,0,0,pos,0 days 00:00:49.365000,0 days 00:00:49.365000
175,2022-03-20 14:01:49.602,OnTrack,0,0,0,pos,0 days 00:00:49.585000,0 days 00:00:49.585000
176,2022-03-20 14:01:49.762,OnTrack,0,0,0,pos,0 days 00:00:49.745000,0 days 00:00:49.745000
177,2022-03-20 14:01:50.042,OnTrack,0,0,0,pos,0 days 00:00:50.025000,0 days 00:00:50.025000
178,2022-03-20 14:01:50.502,OnTrack,0,0,0,pos,0 days 00:00:50.485000,0 days 00:00:50.485000
179,2022-03-20 14:01:50.662,OnTrack,0,0,0,pos,0 days 00:00:50.645000,0 days 00:00:50.645000
180,2022-03-20 14:01:50.901,OnTrack,0,0,0,pos,0 days 00:00:50.884000,0 days 00:00:50.884000
181,2022-03-20 14:01:51.081,OnTrack,0,0,0,pos,0 days 00:00:51.064000,0 days 00:00:51.064000
182,2022-03-20 14:01:51.421,OnTrack,0,0,0,pos,0 days 00:00:51.404000,0 days 00:00:51.404000
183,2022-03-20 14:01:51.601,OnTrack,0,0,0,pos,0 days 00:00:51.584000,0 days 00:00:51.584000
184,2022-03-20 14:01:51.941,OnTrack,0,0,0,pos,0 days 00:00:51.924000,0 days 00:00:51.924000
185,2022-03-20 14:01:52.141,OnTrack,0,0,0,pos,0 days 00:00:52.124000,0 days 00:00:52.124000
186,2022-03-20 14:01:52.381,OnTrack,0,0,0,pos,0 days 00:00:52.364000,0 days 00:00:52.364000
187,2022-03-20 14:01:52.561,OnTrack,0,0,0,pos,0 days 00:00:52.544000,0 days 00:00:52.544000
188,2022-03-20 14:01:52.741,OnTrack,0,0,0,pos,0 days 00:00:52.724000,0 days 00:00:52.724000
189,2022-03-20 14:01:52.901,OnTrack,0,0,0,pos,0 days 00:00:52.884000,0 days 00:00:52.884000
190,2022-03-20 14:01:53.221,OnTrack,0,0,0,pos,0 days 00:00:53.204000,0 days 00:00:53.204000
191,2022-03-20 14:01:53.501,OnTrack,0,0,0,pos,0 days 00:00:53.484000,0 days 00:00:53.484000
192,2022-03-20 14:01:53.841,OnTrack,0,0,0,pos,0 days 00:00:53.824000,0 days 00:00:53.824000
193,2022-03-20 14:01:54.041,OnTrack,0,0,0,pos,0 days 00:00:54.024000,0 days 00:00:54.024000
194,2022-03-20 14:01:54.341,OnTrack,0,0,0,pos,0 days 00:00:54.324000,0 days 00:00:54.324000
195,2022-03-20 14:01:54.681,OnTrack,0,0,0,pos,0 days 00:00:54.664000,0 days 00:00:54.664000
196,2022-03-20 14:01:54.861,OnTrack,0,0,0,pos,0 days 00:00:54.844000,0 days 00:00:54.844000
197,2022-03-20 14:01:54.961,OnTrack,0,0,0,pos,0 days 00:00:54.944000,0 days 00:00:54.944000
198,2022-03-20 14:01:55.161,OnTrack,0,0,0,pos,0 days 00:00:55.144000,0 days 00:00:55.144000
199,2022-03-20 14:01:55.481,OnTrack,0,0,0,pos,0 days 00:00:55.464000,0 days 00:00:55.464000
200,2022-03-20 14:01:55.801,OnTrack,0,0,0,pos,0 days 00:00:55.784000,0 days 00:00:55.784000
201,2022-03-20 14:01:56.082,OnTrack,0,0,0,pos,0 days 00:00:56.065000,0 days 00:00:56.065000
202,2022-03-20 14:01:56.422,OnTrack,0,0,0,pos,0 days 00:00:56.405000,0 days 00:00:56.405000
203,2022-03-20 14:01:56.642,OnTrack,0,0,0,pos,0 days 00:00:56.625000,0 days 00:00:56.625000
204,2022-03-20 14:01:56.942,OnTrack,0,0,0,pos,0 days 00:00:56.925000,0 days 00:00:56.925000
205,2022-03-20 14:01:57.142,OnTrack,0,0,0,pos,0 days 00:00:57.125000,0 days 00:00:57.125000
206,2022-03-20 14:01:57.341,OnTrack,0,0,0,pos,0 days 00:00:57.324000,0 days 00:00:57.324000
207,2022-03-20 14:01:57.561,OnTrack,0,0,0,pos,0 days 00:00:57.544000,0 days 00:00:57.544000
208,2022-03-20 14:01:57.721,OnTrack,0,0,0,pos,0 days 00:00:57.704000,0 days 00:00:57.704000
209,2022-03-20 14:01:57.881,OnTrack,0,0,0,pos,0 days 00:00:57.864000,0 days 00:00:57.864000
210,2022-03-20 14:01:58.201,OnTrack,0,0,0,pos,0 days 00:00:58.184000,0 days 00:00:58.184000
211,2022-03-20 14:01:58.621,OnTrack,0,0,0,pos,0 days 00:00:58.604000,0 days 00:00:58.604000
212,2022-03-20 14:01:58.941,OnTrack,0,0,0,pos,0 days 00:00:58.924000,0 days 00:00:58.924000
213,2022-03-20 14:01:59.141,OnTrack,0,0,0,pos,0 days 00:00:59.124000,0 days 00:00:59.124000
214,2022-03-20 14:01:59.381,OnTrack,0,0,0,pos,0 days 00:00:59.364000,0 days 00:00:59.364000
215,2022-03-20 14:01:59.681,OnTrack,0,0,0,pos,0 days 00:00:59.664000,0 days 00:00:59.664000
216,2022-03-20 14:01:59.881,OnTrack,0,0,0,pos,0 days 00:00:59.864000,0 days 00:00:59.864000
217,2022-03-20 14:02:00.101,OnTrack,0,0,0,pos,0 days 00:01:00.084000,0 days 00:01:00.084000
218,2022-03-20 14:02:00.421,OnTrack,0,0,0,pos,0 days 00:01:00.404000,0 days 00:01:00.404000
219,2022-03-20 14:02:00.601,OnTrack,0,0,0,pos,0 days 00:01:00.584000,0 days 00:01:00.584000
220,2022-03-20 14:02:00.901,OnTrack,0,0,0,pos,0 days 00:01:00.884000,0 days 00:01:00.884000
221,2022-03-20 14:02:01.141,OnTrack,0,0,0,pos,0 days 00:01:01.124000,0 days 00:01:01.124000
222,2022-03-20 14:02:01.441,OnTrack,0,0,0,pos,0 days 00:01:01.424000,0 days 00:01:01.424000
223,2022-03-20 14:02:01.681,OnTrack,0,0,0,pos,0 days 00:01:01.664000,0 days 00:01:01.664000
224,2022-03-20 14:02:02.061,OnTrack,0,0,0,pos,0 days 00:01:02.044000,0 days 00:01:02.044000
225,2022-03-20 14:02:02.201,OnTrack,0,0,0,pos,0 days 00:01:02.184000,0 days 00:01:02.184000
226,2022-03-20 14:02:02.462,OnTrack,0,0,0,pos,0 days 00:01:02.445000,0 days 00:01:02.445000
227,2022-03-20 14:02:02.682,OnTrack,0,0,0,pos,0 days 00:01:02.665000,0 days 00:01:02.665000
228,2022-03-20 14:02:02.862,OnTrack,0,0,0,pos,0 days 00:01:02.845000,0 days 00:01:02.845000
229,2022-03-20 14:02:03.002,OnTrack,0,0,0,pos,0 days 00:01:02.985000,0 days 00:01:02.985000
230,2022-03-20 14:02:03.382,OnTrack,0,0,0,pos,0 days 00:01:03.365000,0 days 00:01:03.365000
231,2022-03-20 14:02:03.622,OnTrack,0,0,0,pos,0 days 00:01:03.605000,0 days 00:01:03.605000
232,2022-03-20 14:02:03.941,OnTrack,0,0,0,pos,0 days 00:01:03.924000,0 days 00:01:03.924000
233,2022-03-20 14:02:04.121,OnTrack,0,0,0,pos,0 days 00:01:04.104000,0 days 00:01:04.104000
234,2022-03-20 14:02:04.401,OnTrack,0,0,0,pos,0 days 00:01:04.384000,0 days 00:01:04.384000
235,2022-03-20 14:02:04.661,OnTrack,0,0,0,pos,0 days 00:01:04.644000,0 days 00:01:04.644000
236,2022-03-20 14:02:04.881,OnTrack,0,0,0,pos,0 days 00:01:04.864000,0 days 00:01:04.864000
237,2022-03-20 14:02:05.101,OnTrack,0,0,0,pos,0 days 00:01:05.084000,0 days 00:01:05.084000
238,2022-03-20 14:02:05.381,OnTrack,0,0,0,pos,0 days 00:01:05.364000,0 days 00:01:05.364000
239,2022-03-20 14:02:05.601,OnTrack,0,0,0,pos,0 days 00:01:05.584000,0 days 00:01:05.584000
