,Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2,2021-10-24 20:12:18.201,0 days 02:11:16.452000,,675.9936111111111,0 days 00:00:00,11736,217,5,100,False,0,interpolation,0.06746256832709374,1.23723329503695e-05,OnTrack,-1383,-351,1301
3,2021-10-24 20:12:18.272,0 days 02:11:16.523000,,675.9936111111111,0 days 00:00:00.071000,11808,219,5,100,False,0,pos,4.4355364652977585,0.0008134575264922182,OnTrack,-1349,-378,1302
4,2021-10-24 20:12:18.384,0 days 02:11:16.635000,,675.9936111111111,0 days 00:00:00.183000,11952,222,5,100,False,0,car,11.38,0.002087041043153731,OnTrack,-1294,-420,1302
5,2021-10-24 20:12:18.492,0 days 02:11:16.743000,,675.9936111111111,0 days 00:00:00.291000,11182,224,5,100,False,0,pos,18.13909022657987,0.003326627925161766,OnTrack,-1241,-461,1303
6,2021-10-24 20:12:18.624,0 days 02:11:16.875000,11,675.9936111111111,0 days 00:00:00.423000,10412,227,6,100,False,0,car,26.513333333333335,0.004862426613135553,OnTrack,-1175,-511,1302
7,2021-10-24 20:12:18.712,0 days 02:11:16.963000,11,672.4269444444444,0 days 00:00:00.511000,10635,230,6,100,False,0,pos,32.18681431116231,0.005902917620014379,OnTrack,-1131,-546,1302
8,2021-10-24 20:12:18.864,0 days 02:11:17.115000,11,668.8602777777778,0 days 00:00:00.663000,10858,234,6,100,False,0,car,42.11333333333334,0.007723396760165272,OnTrack,-1053,-605,1301
9,2021-10-24 20:12:18.932,0 days 02:11:17.183000,11,665.4602777777778,0 days 00:00:00.731000,10972,236,6,100,False,0,pos,46.57971519666984,0.008542511194539675,OnTrack,-1018,-633,1302
10,2021-10-24 20:12:19.104,0 days 02:11:17.355000,11,662.0602777777779,0 days 00:00:00.903000,11086,238,6,100,False,0,car,57.980000000000004,0.01063327237979379,OnTrack,-927,-701,1302
11,2021-10-24 20:12:19.152,0 days 02:11:17.403000,11,658.960277777778,0 days 00:00:00.951000,11204,241,6,100,False,0,pos,61.20324563294536,0.011224401195973314,OnTrack,-902,-721,1302
